id,regiao,uf_regiao,cidade,sexo,faixa_etaria,data_abertura,data_resposta,data_finalizacao,prazo_resposta,sigla,nome_fantasia,problema,local_compra,situacao,avaliacao_reclamacao,nota_consumidor
915,CO,MS,Dourados,M,entre 31 a 40 anos,2021-10-04,2021-10-06,2021-10-13,2021-10-14,TAM,Latam Airlines (Tam),SAC - Descortesia / despreparo / demora,Internet,Finalizada avaliada,Resolvida,5
916,NE,RN,Mossoró,F,entre 31 a 40 anos,2021-10-04,2021-10-11,2021-11-01,2021-10-14,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
917,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-07,2021-12-15,2022-01-04,2021-12-17,IPM,Itapemirim Transportes Aéreos,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
918,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-08,2021-12-26,2021-12-17,GLO,Gol Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada avaliada,Não Resolvida,1
919,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-31,2021-12-17,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
920,CO,DF,Brasília,M,entre 21 a 30 anos,2021-12-07,2021-12-09,2021-12-30,2021-12-17,AZU,Azul Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
921,CO,DF,Brasília,M,entre 31 a 40 anos,2021-10-04,2021-10-11,2021-10-31,2021-10-14,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
922,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-31,2021-12-17,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
923,S,RS,Porto Alegre,M,entre 31 a 40 anos,2021-10-04,2021-10-06,2021-10-11,2021-10-14,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
924,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-15,2022-01-05,2021-12-17,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
925,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-07,2021-12-13,2022-01-03,2021-12-17,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada não avaliada,Não Avaliada,0
926,CO,MS,Dourados,M,entre 31 a 40 anos,2021-10-04,2021-10-22,2021-11-08,2021-10-28,AZU,Azul Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,3
927,S,RS,São João do Polêsine,M,entre 31 a 40 anos,2021-10-04,2021-10-05,2021-10-07,2021-10-14,TAM,Latam Airlines (Tam),Dificuldade de cancelamento / eliminação de dados / revogação do consentimento,Internet,Finalizada avaliada,Não Resolvida,1
928,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-07,2021-12-10,2021-12-10,2021-12-17,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
929,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-16,2022-01-06,2021-12-17,X19,TAP Air Portugal,Dificuldade de acesso a dados pessoais ou financeiros,Internet,Finalizada não avaliada,Não Avaliada,0
930,CO,DF,Brasília,F,entre 41 a 50 anos,2021-10-04,2021-10-07,2021-10-24,2021-10-14,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
931,S,RS,Caxias do Sul,F,entre 51 a 60 anos,2021-12-07,2021-12-13,2022-01-03,2021-12-17,X14,KLM,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,Finalizada não avaliada,Não Avaliada,0
932,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-14,2022-01-03,2021-12-17,AZU,Azul Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
933,CO,DF,Brasília,M,entre 21 a 30 anos,2021-12-07,2021-12-09,2021-12-30,2021-12-17,TAM,Latam Airlines (Tam),Serviço não realizado no prazo ou incompleto,Internet,Finalizada não avaliada,Não Avaliada,0
934,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-31,2021-12-17,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada não avaliada,Não Avaliada,0
935,CO,DF,Brasília,M,entre 61 a 70 anos,2021-12-07,2021-12-15,2022-01-04,2021-12-17,IPM,Itapemirim Transportes Aéreos,Cancelamento indevido da passagem de volta,Internet,Finalizada avaliada,Não Resolvida,1
936,CO,DF,Brasília,F,entre 21 a 30 anos,2021-10-05,2021-10-07,2021-10-07,2021-10-15,X19,TAP Air Portugal,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,2
937,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-29,2021-12-17,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,2
938,S,RS,Caxias do Sul,F,entre 41 a 50 anos,2021-10-05,2021-10-07,2021-10-28,2021-10-15,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
939,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-07,2021-12-08,2021-12-29,2021-12-17,X19,TAP Air Portugal,Interrupção/instabilidade do fornecimento,Internet,Finalizada não avaliada,Não Avaliada,0
940,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-14,2021-12-14,2021-12-17,AZU,Azul Linhas Aéreas,Informações incompletas / inadequadas sobre o serviço,Internet,Finalizada avaliada,Resolvida,5
941,S,RS,Caxias do Sul,F,entre 41 a 50 anos,2021-10-05,2021-10-15,2021-11-03,2021-10-15,X10,Copa Airlines,Negativa de embarque de passageiro (preterição / overbooking),Telefone,Finalizada avaliada,Não Resolvida,1
942,NE,MA,Olinda Nova do Maranhão,M,entre 21 a 30 anos,2021-10-05,2021-10-13,2021-11-03,2021-10-15,GLO,Gol Linhas Aéreas,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,Finalizada não avaliada,Não Avaliada,0
943,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-13,2021-12-17,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
944,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-16,2021-12-20,2021-12-17,TAM,Latam Airlines (Tam),Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Telefone,Finalizada avaliada,Resolvida,3
945,NE,AL,Santana do Ipanema,F,entre 21 a 30 anos,2021-10-05,2021-10-13,2021-11-03,2021-10-15,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
946,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-09,2021-12-10,2021-12-17,TAM,Latam Airlines (Tam),Informações incompletas / inadequadas sobre o serviço,Internet,Finalizada avaliada,Resolvida,5
947,CO,DF,Brasília,F,entre 41 a 50 anos,2021-10-05,2021-10-13,2021-11-03,2021-10-15,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
948,S,RS,São Leopoldo,F,entre 61 a 70 anos,2021-12-07,2021-12-08,2021-12-29,2021-12-17,GLO,Gol Linhas Aéreas,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada não avaliada,Não Avaliada,0
949,NE,MA,São Luís,M,entre 31 a 40 anos,2021-12-07,2021-12-16,2022-01-06,2021-12-17,X06,Alitalia,Cancelamento de voo,Telefone,Finalizada não avaliada,Não Avaliada,0
950,S,RS,Novo Hamburgo,F,entre 21 a 30 anos,2021-12-07,2021-12-14,2022-01-04,2021-12-17,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada não avaliada,Não Avaliada,0
951,S,RS,São Leopoldo,F,até 20 anos,2021-12-07,2021-12-09,2021-12-09,2021-12-17,AZU,Azul Linhas Aéreas,SAC - Dificuldade para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,5
952,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-15,2022-01-05,2021-12-17,X19,TAP Air Portugal,Dificuldade / demora para cancelar o serviço,Internet,Finalizada não avaliada,Não Avaliada,0
953,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-07,2021-12-15,2021-12-16,2021-12-17,IPM,Itapemirim Transportes Aéreos,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
954,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-07,2021-12-15,2021-12-16,2021-12-17,AZU,Azul Linhas Aéreas,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Internet,Finalizada avaliada,Não Resolvida,1
955,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-31,2021-12-17,GLO,Gol Linhas Aéreas,"Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)",Internet,Finalizada não avaliada,Não Avaliada,0
956,CO,DF,Brasília,M,mais de 70 anos,2021-12-07,2021-12-09,2021-12-10,2021-12-17,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,4
957,N,PA,Novo Progresso,M,entre 21 a 30 anos,2021-12-07,2021-12-14,2022-01-04,2021-12-17,AZU,Azul Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Ganhei de presente,Finalizada não avaliada,Não Avaliada,0
958,CO,DF,Brasília,F,entre 21 a 30 anos,2021-12-07,2021-12-17,2022-01-07,2021-12-17,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,Finalizada não avaliada,Não Avaliada,0
959,CO,DF,Brasília,M,entre 41 a 50 anos,2021-10-05,2021-10-07,2021-10-28,2021-10-15,X19,TAP Air Portugal,Dificuldade de contato / acesso a outros canais (exceto SAC),Telefone,Finalizada não avaliada,Não Avaliada,0
960,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-07,2021-12-17,2022-01-04,2021-12-17,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
961,S,RS,Igrejinha,M,entre 41 a 50 anos,2021-12-07,2021-12-10,2021-12-29,2021-12-17,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
962,N,AM,Manaus,M,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-31,2021-12-17,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Telefone,Finalizada não avaliada,Não Avaliada,0
963,NE,SE,Aracaju,M,entre 21 a 30 anos,2021-12-07,2021-12-17,2022-01-07,2021-12-17,TAM,Latam Airlines (Tam),Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,Finalizada não avaliada,Não Avaliada,0
967,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-10-05,2021-10-13,2021-11-03,2021-10-15,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
968,NE,SE,Aracaju,M,entre 51 a 60 anos,2021-12-07,2021-12-17,2022-01-07,2021-12-17,TAM,Latam Airlines (Tam),Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,Finalizada não avaliada,Não Avaliada,0
969,NE,SE,Aracaju,M,até 20 anos,2021-12-07,2021-12-09,2021-12-30,2021-12-17,TAM,Latam Airlines (Tam),Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,Finalizada não avaliada,Não Avaliada,0
971,CO,DF,Brasília,F,entre 41 a 50 anos,2021-10-05,2021-10-11,2021-10-25,2021-10-15,X19,TAP Air Portugal,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada avaliada,Não Resolvida,1
972,NE,SE,Aracaju,M,até 20 anos,2021-12-07,2021-12-17,2022-01-07,2021-12-17,TAM,Latam Airlines (Tam),Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,Finalizada não avaliada,Não Avaliada,0
973,NE,SE,Aracaju,M,entre 21 a 30 anos,2021-12-07,2021-12-09,2021-12-30,2021-12-17,TAM,Latam Airlines (Tam),Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Internet,Finalizada não avaliada,Não Avaliada,0
974,S,RS,Santa Cruz do Sul,F,entre 21 a 30 anos,2021-12-07,2021-12-17,2022-01-05,2021-12-17,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
975,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-10,2021-12-28,2021-12-17,GLO,Gol Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
976,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-07,2021-12-12,2022-01-02,2021-12-17,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
